DOCUMENT_NBR,CRASH_YR,NLF_ROUTE_TYPE_CD,ODOT_LATITUDE_NBR,ODOT_LONGITUDE_NBR,SEVERITY_BY_TYPE_CD,ODPS_TOTAL_FATALITIES_NBR,INCAPAC_INJURIES_NBR,NON_INCAPAC_INJURIES_NBR,POSSIBLE_INJURIES_NBR,NO_INJURY_REPORTED_NBR,UNRESTRAIN_OCCUPANTS,NUMBER_OF_UNITS_NBR,CRASH_TYPE_CD,FHWA_RDWY_DEPARTURE_IND,ODOT_INTERSECTION_REL_IND,ODOT_CRASH_LOCATION_CD,FACILITY_TYPE_CD,FUNCTIONAL_CLASS_CD,ODOT_DIV_UNDIV_IND,ODOT_LANES_NBR,FREEWAY_IND,INTERSTATE_IND,ODOT_MAINTAINED_HWY_IND,MAINTENANCE_AUTHORITY_CD,ODOT_CITY_VILLAGE_TWP_NME,CRASH_DT,MONTH_OF_CRASH,TIME_OF_CRASH,DAY_IN_WEEK_CD,WEATHER_COND_CD,ROAD_COND_PRIMARY_CD,ROAD_COND_SECONDARY_CD,LIGHT_COND_PRIMARY_CD,ROAD_CONTOUR_CD,ODPS_ALCOHOL_IND,ODPS_DRUG_IND,ODPS_SCHOOL_ZONE_IND,ODPS_MOTORCYCLE_IND,ODPS_SPEED_IND,ODPS_SENIOR_DRIVER_IND,ODPS_WORK_ZONE_IND,ODPS_LOC_IN_WORK_ZONE_CD,ODPS_TYPE_OF_WORK_ZONE_CD,ODOT_YOUNG_DRIVER_IND,DISTRACTED_DRIVER_IND,ODPS_CITY_VILLAGE_TWP_NME,ODPS_LOC_ROAD_NME,U1_AGE_NBR,U1_GENDER_CD,U1_ALCOH_DRUG_SUSPCTD_CD,U1_DISTRACTED_BY_1_CD,U1_DISTRACTED_BY_2_CD,U2_ODPS_UNIT_NBR,U2_DIRECTION_FROM_CD,U2_DIRECTION_TO_CD,U2_TURN_CD,U2_TRAFFIC_CONTROL_CD,U2_TYPE_OF_UNIT_CD,U2_SPECIAL_FUNCTION_CD,U2_UNIT_SPEED_NBR,U2_POSTED_SPEED_NBR,U2_PRECRASH_ACTION_CD,U2_CONT_CIR_PRIMARY_CD,U2_CONT_CIR_SECONDARY_CD,U2_SEQ_OF_EVENTS_1_CD,U2_SEQ_OF_EVENTS_2_CD,U2_SEQ_OF_EVENTS_3_CD,U2_SEQ_OF_EVENTS_4_CD,U2_SEQ_OF_EVENTS_5_CD,U2_SEQ_OF_EVENTS_6_CD,U2_NON_MOTORIST_LOC_CD,U2_AGE_NBR,U2_GENDER_CD,U2_ALCOH_DRUG_SUSPCTD_CD,U2_DISTRACTED_BY_1_CD,U2_DISTRACTED_BY_2_CD
20166044325,2016,SR,39.901689,-83.025654,1,0,0,0,0,2,0,2,Rear End,N,N,1,2,4,N,2,N,N,N,4,COLUMBUS,4/7/2016,4,645,5,4,2,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,JACKSON,,M,1,1,1,1,1,2,NT,12,13,16,,35,1,1,,20,,,,,,,56,M,1,1,1
20166044326,2016,MR,39.953744,-83.052753,1,0,0,0,0,1,0,2,Parked Vehicle,Y,N,1,,7,N,2,N,N,N,4,COLUMBUS,3/28/2016,3,900,2,4,2,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,LECHNER,,U,1,1,1,2,1,2,NT,1,4,1,,,10,1,,20,,,,,,,,,,,
20166044327,2016,CR,40.000512,-82.979957,1,0,0,0,0,8,0,3,Rear End,N,Y,2,,7,N,2,N,N,N,4,COLUMBUS,3/31/2016,3,1229,5,4,2,0,1,2,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,HAMILTON,29,F,1,1,1,2,1,2,NT,4,6,1,,35,11,1,,20,,,,,,,36,M,1,1,1
20166044328,2016,SR,39.994273,-82.98112,1,0,0,0,0,3,0,2,Rear End,N,Y,2,2,4,N,4,N,N,N,4,COLUMBUS,4/5/2016,4,711,3,1,1,0,1,2,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,CLEVELAND,,F,1,1,1,2,1,2,NT,4,7,1,,35,11,1,,20,,,,,,,63,F,1,1,1
20166044329,2016,US,39.955072,-83.07134,1,0,0,0,0,2,0,2,Left Turn,N,Y,2,2,3,N,4,N,N,N,4,COLUMBUS,4/5/2016,4,1540,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,BROAD,,M,1,1,1,2,3,4,NT,12,2,1,15,45,1,1,,20,,,,,,,25,F,1,1,1
20166044330,2016,US,39.955391,-83.017819,1,0,0,0,0,2,0,2,Right Turn,N,Y,2,1,4,N,2,N,N,N,4,COLUMBUS,4/5/2016,4,907,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,RICH,,M,1,1,1,2,4,3,NT,4,22,5,25,35,1,1,,20,,,,,,,32,M,1,1,1
20166044331,2016,SR,40.062459,-82.934743,1,0,0,0,0,2,0,2,Rear End,N,Y,2,2,4,N,2,N,N,N,4,COLUMBUS,4/1/2016,4,1116,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,WESTERVILLE,,F,1,1,1,2,2,1,NT,4,3,1,,35,11,1,,20,,,,,,,53,F,1,1,1
20166044332,2016,US,39.948821,-82.952673,1,0,0,0,0,2,0,2,Rear End,N,N,1,2,3,N,4,N,N,N,4,COLUMBUS,4/3/2016,4,1106,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,Y,Y,COLUMBUS,LIVINGSTON,,F,1,2,1,2,4,3,NT,12,4,1,10,35,11,1,,20,,,,,,,21,F,1,1,1
20166044333,2016,IR,39.948377,-82.943697,1,0,0,0,0,2,0,2,Sideswipe - passing,N,N,1,2,1,Y,7,Y,Y,Y,1,COLUMBUS,3/27/2016,3,246,1,1,1,0,4,1,0,0,0,0,1,0,0,0,0,N,N,COLUMBUS,,33,M,1,1,1,2,3,4,NT,12,6,1,55,55,1,1,,20,,,,,,,41,F,1,1,1
20166044334,2016,SR,39.982703,-82.814184,1,0,0,0,0,1,0,2,Parked Vehicle,Y,N,1,2,3,N,4,N,N,N,4,COLUMBUS,4/2/2016,4,1830,7,2,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,BROAD,,U,1,1,1,2,3,4,NT,12,2,1,,,10,1,,99,,,,,,,,,,,
20166044608,2016,CR,39.910817,-82.824014,1,0,0,0,0,2,0,2,Left Turn,N,N,1,,3,N,4,N,N,N,4,COLUMBUS,4/7/2016,4,1603,5,2,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,REFUGEE,40,M,1,1,1,2,3,4,NT,12,7,1,20,35,1,1,,20,,,,,,,53,M,1,1,1
20166044609,2016,TR,39.927451,-82.831289,1,0,0,0,0,3,0,2,Rear End,N,Y,1,,4,N,2,N,N,N,4,COLUMBUS,4/7/2016,4,1505,5,4,2,0,1,2,0,0,0,0,0,1,0,0,0,Y,N,COLUMBUS,BRICE,71,F,1,1,1,2,1,2,NT,4,2,1,,45,11,1,,20,,,,,,,19,M,1,1,1
20166044612,2016,SR,39.982703,-82.814184,1,0,0,0,0,2,0,2,Rear End,N,N,1,2,3,N,4,N,N,N,4,COLUMBUS,4/7/2016,4,1432,5,2,2,0,1,1,0,0,0,0,0,1,0,0,0,N,N,COLUMBUS,BROAD,66,M,1,1,1,1,3,4,NT,1,6,1,15,45,1,9,,20,,,,,,,49,M,1,1,1
20166044613,2016,CR,39.954123,-82.91512,1,0,0,0,0,5,0,2,Sideswipe - passing,N,N,1,,4,N,4,N,N,N,4,COLUMBUS,4/7/2016,4,1549,5,2,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,JAMES,39,M,1,1,1,2,1,2,NT,1,7,1,30,35,1,1,,20,,,,,,,56,M,1,1,1
20166044626,2016,SR,40.089806,-83.045701,1,0,0,0,0,2,0,1,Animal,N,N,1,2,3,N,2,N,N,Y,1,PERRY TOWNSHIP,4/4/2016,4,2100,2,2,1,0,5,1,0,0,0,0,0,0,0,0,0,N,N,PERRY TOWNSHIP,,29,F,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166044675,2016,CR,40.000512,-82.979957,1,0,0,0,0,1,0,1,Fixed Object,Y,Y,2,,7,N,2,N,N,N,4,COLUMBUS,4/7/2016,4,1148,5,4,2,0,1,2,1,0,0,0,0,0,0,0,0,N,N,COLUMBUS,17TH,57,M,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166044688,2016,MR,39.980135,-83.005723,1,0,0,0,0,2,0,2,Sideswipe - passing,N,N,1,,7,N,4,N,N,N,4,COLUMBUS,4/7/2016,4,1229,5,2,2,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,1ST,48,M,1,1,1,2,4,3,NT,1,7,1,25,25,1,1,,20,,,,,,,63,M,1,1,1
20166030177,2016,SR,39.944781,-82.877819,3,0,0,2,0,3,0,3,Rear End,N,Y,1,2,3,N,4,N,N,N,4,COLUMBUS,3/5/2016,3,1221,7,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,LIVINGSTON,24,F,1,1,1,2,4,3,NT,4,3,1,,35,11,1,,20,,,,,,,27,F,1,1,1
20166030179,2016,CR,39.980385,-83.03222,1,0,0,0,0,2,0,3,Parked Vehicle,Y,N,1,,4,Y,4,N,N,N,4,GRANDVIEW HEIGHTS,2/29/2016,2,1651,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,N,N,GRANDVIEW HEIGHTS,NORTHWEST,28,F,5,1,1,2,1,2,NT,1,3,1,,35,10,1,,20,8,21,52,,,,,,,,
20166030180,2016,CR,39.976797,-83.045397,1,0,0,0,0,3,0,2,Rear End,N,Y,2,,4,N,2,N,N,N,4,GRANDVIEW HEIGHTS,2/29/2016,2,1424,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,N,Y,GRANDVIEW HEIGHTS,GRANDVIEW,32,F,1,7,1,2,1,2,NT,4,6,1,,25,11,1,,20,,,,,,,59,F,1,1,1
20166030181,2016,CR,39.985573,-82.900891,3,0,0,1,0,0,0,5,Parked Vehicle,Y,N,1,,4,Y,4,N,N,N,4,COLUMBUS,3/6/2016,3,400,1,1,2,0,4,1,1,0,0,0,1,0,0,0,0,N,N,COLUMBUS,5TH,32,M,2,1,1,2,3,4,NT,1,8,1,,10,10,1,,20,,,,,,,,,,,
20166061762,2016,IR,39.980793,-82.956505,1,0,0,0,0,2,0,2,Rear End,N,Y,9,2,1,N,6,Y,Y,Y,1,COLUMBUS,5/13/2016,5,1120,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,LEONARD,,U,1,1,1,2,1,2,NT,4,7,1,,25,11,1,,20,,,,,,,49,M,1,1,1
20166061763,2016,CR,39.94289,-83.08958,1,0,0,0,0,1,0,1,Fixed Object,Y,N,1,,4,N,2,N,N,N,4,COLUMBUS,5/14/2016,5,600,7,4,2,0,5,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,SULLIVANT,32,M,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166061770,2016,IR,39.936991,-82.873739,2,0,0,0,1,2,0,3,Sideswipe - passing,N,N,1,2,1,Y,6,Y,Y,N,1,COLUMBUS,5/14/2016,5,937,7,4,2,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,70TH,,U,1,1,1,2,4,3,NT,1,6,1,55,65,1,1,,22,,,,,,,53,F,1,1,1
20166061777,2016,CR,40.07112,-83.120759,1,0,0,0,0,2,0,2,Left Turn,N,Y,2,,3,N,2,N,N,N,4,COLUMBUS,5/12/2016,5,1610,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,FRANTZ,56,F,1,1,1,2,2,1,NT,4,5,1,35,35,1,1,,20,,,,,,,56,F,1,1,1
20166129384,2016,MR,40.08616,-83.102013,1,0,0,0,0,1,0,2,Parked Vehicle,Y,N,1,,7,N,2,N,N,N,4,COLUMBUS,9/23/2016,9,2200,6,1,1,0,5,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,SAYBROOK,,U,1,1,1,2,3,4,NT,1,4,1,,25,10,1,,20,,,,,,,,,,,
20166127396,2016,US,39.943747,-83.037275,1,0,0,0,0,7,1,2,Rear End,N,Y,1,2,3,N,4,N,N,N,4,COLUMBUS,9/25/2016,9,1735,1,1,1,0,3,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,HARRISBURG,39,M,1,1,1,2,2,1,NT,4,5,1,,35,11,1,,20,,,,,,,34,M,1,1,1
20166013475,2016,MR,39.939741,-82.895456,1,0,0,0,0,1,0,1,Fixed Object,Y,N,1,,7,N,2,N,N,N,4,COLUMBUS,1/28/2016,1,2102,5,1,2,0,4,3,0,0,0,0,0,0,0,0,0,Y,Y,COLUMBUS,SHAMROCK,17,M,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,
20166013477,2016,CR,39.901216,-82.986245,1,0,0,0,0,2,0,2,Rear End,N,N,1,,5,N,2,N,N,N,4,COLUMBUS,1/29/2016,1,1830,6,1,1,0,4,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,PARSONS,,U,1,1,1,2,1,2,NT,1,6,1,35,35,1,1,,20,,,,,,,59,F,1,1,1
20166013478,2016,CR,39.877781,-82.968901,1,0,0,0,0,2,0,2,Sideswipe - passing,N,Y,2,,4,N,2,N,N,N,4,COLUMBUS,1/29/2016,1,1800,6,1,1,0,4,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,LOCKBOURNE,,U,1,1,1,2,2,1,NT,1,1,1,30,35,1,1,,20,,,,,,,41,F,1,1,1
20166013479,2016,CR,39.916574,-83.03611,1,0,0,0,0,1,0,2,Parked Vehicle,Y,N,1,,3,N,4,N,N,N,2,FRANKLIN TOWNSHIP,1/27/2016,1,1520,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,FRANK,,F,1,1,1,2,1,2,NT,1,3,1,,,10,1,,20,,,,,,,,,,,
20166013480,2016,MR,39.933349,-82.992707,1,0,0,0,0,2,0,2,Right Turn,N,Y,2,,7,N,2,N,N,N,4,COLUMBUS,1/29/2016,1,1546,6,1,1,0,1,1,0,0,0,0,0,1,0,0,0,N,N,COLUMBUS,JENKINS,53,F,1,1,1,2,4,3,NT,1,3,1,1,25,11,1,,20,,,,,,,73,M,1,1,1
20166043082,2016,US,39.985691,-82.941451,1,0,0,0,0,2,0,2,Left Turn,N,N,1,2,4,N,3,N,N,N,4,COLUMBUS,3/31/2016,3,2100,5,4,2,0,4,1,0,0,0,0,0,1,0,0,0,N,N,COLUMBUS,NELSON,,U,1,1,1,2,1,2,NT,1,8,1,10,35,1,1,,20,,,,,,,69,F,1,1,1
20166043084,2016,CR,39.959993,-83.000228,1,0,0,0,0,5,0,4,Rear End,N,N,1,,3,N,4,N,N,N,4,COLUMBUS,3/24/2016,3,1750,5,2,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,HIGH,23,M,1,1,1,2,1,2,NT,12,6,1,,35,11,1,,20,,,,,,,41,F,1,1,1
20166043088,2016,IR,40.111464,-83.005898,2,0,0,0,2,1,0,2,Rear End,N,N,1,2,1,Y,10,Y,Y,N,1,SHARON TOWNSHIP,4/5/2016,4,750,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,Y,COLUMBUS,,52,F,1,7,1,2,4,3,NT,12,7,1,20,65,11,1,,20,,,,,,,51,M,1,1,1
20166043090,2016,MR,39.985585,-82.920232,3,0,0,1,0,1,0,2,Angle,N,Y,2,,7,N,2,N,N,N,4,COLUMBUS,3/31/2016,3,1900,5,4,2,0,3,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,6TH,60,F,1,1,1,2,3,4,NT,1,6,1,25,25,1,1,,20,,,,,,,33,F,1,1,1
20166043092,2016,SR,39.983629,-82.805726,3,0,0,1,2,4,0,2,Left Turn,N,Y,3,2,3,N,5,N,N,N,4,COLUMBUS,3/31/2016,3,1810,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,BROAD,18,F,1,1,1,2,3,4,NT,4,8,1,35,50,1,1,,20,,,,,,,41,F,1,1,1
20166043093,2016,IR,40.11022,-82.976057,1,0,0,0,0,2,0,2,Rear End,N,N,1,2,1,Y,8,Y,Y,Y,1,COLUMBUS,4/4/2016,4,825,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,,26,F,1,1,1,2,3,4,NT,12,3,1,15,65,11,1,,20,,,,,,,19,F,1,1,1
20166043094,2016,CR,39.991422,-82.913926,1,0,0,0,0,2,0,2,Sideswipe - passing,N,Y,2,,4,Y,4,N,N,N,4,COLUMBUS,3/22/2016,3,1442,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,AIRCENTER,62,M,1,1,1,2,3,4,NT,1,3,1,25,25,1,1,,20,,,,,,,44,M,1,1,1
20166043096,2016,IR,39.985627,-82.938981,1,0,0,0,0,3,0,2,Angle,N,Y,8,2,1,Y,6,Y,Y,Y,1,COLUMBUS,3/22/2016,3,1715,3,1,1,0,1,2,0,0,0,0,0,0,0,0,0,N,Y,COLUMBUS,5TH,40,M,1,6,1,2,1,3,LT,4,3,1,15,35,6,1,,20,,,,,,,50,F,1,1,1
20166044842,2016,IR,40.014568,-82.993914,3,0,0,1,0,1,0,2,Sideswipe - passing,N,N,1,2,1,Y,6,Y,Y,N,1,COLUMBUS,4/8/2016,4,1650,6,4,2,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,,44,M,1,1,1,2,2,1,NT,12,4,1,60,65,1,1,,20,,,,,,,55,F,1,1,1
20166044845,2016,MR,40.035518,-82.973896,1,0,0,0,0,1,0,1,Fixed Object,Y,Y,3,,7,N,2,N,N,N,4,COLUMBUS,4/8/2016,4,1837,6,4,2,0,4,1,0,0,0,0,1,0,0,0,0,N,N,COLUMBUS,HOMESTEAD,36,F,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166044848,2016,SR,40.005441,-82.972436,3,0,0,1,1,0,0,3,Parked Vehicle,Y,N,1,2,4,N,4,N,N,N,4,COLUMBUS,4/8/2016,4,1452,6,4,2,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,CLEVELAND,19,M,1,1,1,2,1,2,NT,12,3,1,,35,10,1,,20,21,,,,,,,,,,
20166044849,2016,CR,39.986364,-82.987183,1,0,0,0,0,2,1,2,Sideswipe - passing,N,N,1,,4,N,4,N,N,N,4,COLUMBUS,4/8/2016,4,1522,6,4,2,0,1,1,0,0,0,0,1,0,0,0,0,Y,N,COLUMBUS,5TH,43,F,1,1,1,2,4,3,NT,12,4,1,30,25,1,1,,20,,,,,,,22,M,1,1,1
20166044851,2016,US,39.956602,-82.914884,2,0,0,0,2,0,0,2,Left Turn,N,N,1,2,3,N,4,N,N,N,4,COLUMBUS,4/8/2016,4,1511,6,4,2,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,JAMES,29,F,1,1,1,2,1,2,NT,12,3,1,20,35,1,1,,20,,,,,,,49,M,1,1,1
20166044852,2016,MR,40.007184,-83.016407,1,0,0,0,0,3,0,2,Backing,N,N,1,,7,N,2,N,N,N,4,COLUMBUS,4/8/2016,4,1806,6,4,2,0,4,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,TURPIE,21,M,1,1,1,2,4,3,NT,1,2,1,15,15,1,1,,20,,,,,,,21,F,1,1,1
20166044853,2016,CR,40.118831,-82.995462,2,0,0,0,1,1,0,2,Left Turn,N,Y,2,,4,N,4,N,N,N,4,COLUMBUS,4/8/2016,4,1713,6,4,2,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,WORHTINGTON WOODS,24,F,1,1,1,2,3,4,NT,4,3,1,,,1,1,,20,,,,,,,33,F,1,1,1
20166044854,2016,CR,40.052235,-83.020076,1,0,0,0,0,2,0,2,Left Turn,N,Y,3,,3,N,4,N,N,N,4,COLUMBUS,4/8/2016,4,1805,6,4,2,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,HIGH,31,M,1,1,1,2,1,2,NT,12,2,1,15,35,1,1,,20,,,,,,,23,F,1,1,1
20166044855,2016,CR,39.939762,-83.070518,1,0,0,0,0,4,1,2,Angle,N,Y,2,,4,N,4,N,N,N,4,COLUMBUS,4/8/2016,4,1628,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,MOUND,,U,1,1,1,2,4,3,NT,1,6,1,35,35,1,1,,20,,,,,,,22,M,1,1,1
20166044857,2016,CR,39.915399,-82.8783,3,0,0,3,0,1,0,2,Rear End,N,N,1,,4,N,4,N,N,N,4,COLUMBUS,4/8/2016,4,1745,6,2,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,REFUGEE,,U,0,0,0,2,3,4,NT,12,3,1,,45,11,1,,20,,,,,,,18,M,1,1,1
20166044859,2016,CR,39.991141,-83.03294,1,0,0,0,0,2,0,2,Left Turn,N,Y,3,,5,N,2,N,N,N,4,COLUMBUS,4/6/2016,4,1321,4,2,1,0,1,1,0,0,0,0,0,1,0,0,0,Y,N,COLUMBUS,KING,20,F,1,1,1,2,4,3,NT,12,4,1,35,35,1,1,,20,,,,,,,67,F,1,1,1
20166044861,2016,CR,39.991554,-83.044221,1,0,0,0,0,2,0,2,Rear End,N,Y,3,,5,N,2,N,N,N,4,COLUMBUS,4/7/2016,4,1510,5,2,2,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,KING,24,F,1,1,1,2,3,4,NT,12,6,1,,35,11,1,,20,,,,,,,54,F,1,1,1
20166048546,2016,CR,39.938007,-83.074382,2,0,0,0,1,0,0,3,Sideswipe - passing,N,N,1,,5,N,2,N,N,N,4,COLUMBUS,4/15/2016,4,2200,6,1,1,0,5,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,HAGUE,57,M,1,1,1,2,1,2,NT,1,3,1,,,10,1,,20,,,,,,,,,,,
20166048547,2016,SR,39.922125,-82.879954,2,0,0,0,1,1,0,2,Pedestrian,N,N,1,2,3,Y,4,N,N,N,4,COLUMBUS,4/16/2016,4,130,7,1,1,0,6,1,0,0,0,0,1,0,0,0,0,N,N,COLUMBUS,CLARKSTONE,49,M,1,1,1,2,3,4,NT,1,26,1,,,16,25,,14,,,,,,5,30,M,1,1,1
20166048686,2016,CR,40.04879,-82.920093,3,0,0,1,1,4,0,2,Left Turn,N,Y,2,,5,N,2,N,N,N,4,COLUMBUS,4/16/2016,4,1250,7,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,EASTON,20,M,1,1,1,2,3,4,NT,4,6,1,40,45,1,1,,20,,,,,,,20,F,1,1,1
20166048687,2016,CR,40.07885,-82.862026,2,0,0,0,2,1,0,3,Rear End,N,Y,3,2,3,N,2,N,N,N,4,COLUMBUS,4/12/2016,4,1240,3,1,1,0,1,1,0,0,0,0,0,1,0,0,0,N,N,COLUMBUS,DUBLIN GRANVILLE,57,F,1,1,1,2,3,4,NT,4,4,1,,45,11,1,,20,20,,,,,,72,F,1,1,1
20166048689,2016,CR,40.054962,-82.856435,1,0,0,0,0,2,0,2,Backing,N,N,1,,4,N,2,N,N,N,4,COLUMBUS,4/16/2016,4,1007,7,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,MORSE,23,M,1,1,1,2,4,3,NT,12,5,1,,45,11,1,,20,,,,,,,43,F,1,1,1
20166048691,2016,CR,40.02032,-82.911349,3,0,0,1,0,2,0,3,Rear End,N,Y,2,,4,N,2,N,N,N,4,COLUMBUS,4/14/2016,4,940,5,1,1,0,1,1,0,0,0,0,0,1,0,0,0,N,N,COLUMBUS,STELZER,83,M,1,1,1,2,2,4,LT,4,2,1,,45,11,1,,20,,,,,,,62,M,1,1,1
20166048693,2016,CR,40.09219,-82.849101,1,0,0,0,0,1,0,1,Fixed Object,Y,N,1,,4,N,2,N,N,N,4,COLUMBUS,4/16/2016,4,523,7,1,1,0,4,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,HAMILTON,,U,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166048696,2016,SR,40.08819,-82.926675,1,0,0,0,0,2,0,2,Left Turn,N,Y,3,2,4,N,3,N,N,N,4,COLUMBUS,4/13/2016,4,815,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,WESTERVILLE,51,M,1,1,1,2,2,1,NT,1,3,1,45,45,1,1,,20,,,,,,,21,F,1,1,1
20166048697,2016,CR,40.064187,-82.863078,1,0,0,0,0,2,0,2,Rear End,N,N,1,,3,N,2,N,N,N,4,COLUMBUS,4/12/2016,4,1345,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,HAMILTON,38,F,1,1,1,2,2,1,NT,1,3,1,,35,11,1,,20,,,,,,,52,F,1,1,1
20166048698,2016,CR,40.033367,-82.910216,1,0,0,0,0,2,0,2,Rear End,N,Y,2,,4,N,4,N,N,N,4,COLUMBUS,4/7/2016,4,1345,5,4,2,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,STELZER,24,F,1,1,1,2,1,2,NT,4,3,1,,35,11,1,,20,,,,,,,25,F,1,1,1
20166048699,2016,CR,40.056556,-82.890314,1,0,0,0,0,2,0,2,Rear End,N,N,1,,5,N,2,N,N,N,4,COLUMBUS,4/13/2016,4,740,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,STYGLER,55,M,1,1,1,2,2,1,NT,12,4,1,,,11,1,,20,,,,,,,43,M,1,1,1
20166049474,2016,CR,40.057207,-83.075343,1,0,0,0,0,2,0,2,Left Turn,N,Y,2,,4,N,4,N,N,N,4,COLUMBUS,4/18/2016,4,1106,2,1,1,0,1,1,0,0,0,0,0,1,0,0,0,N,N,COLUMBUS,HENDERSON,85,F,1,1,1,2,4,3,NT,4,3,1,25,35,1,1,,20,,,,,,,33,F,1,1,1
20166049480,2016,IR,39.933886,-82.852455,1,0,0,0,0,5,0,2,Rear End,N,N,1,2,1,N,10,Y,Y,N,1,COLUMBUS,4/17/2016,4,1940,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,N,N,COLUMBUS,I270NB,41,M,1,1,1,2,8,5,NT,1,6,1,50,65,1,1,,20,,,,,,,57,M,1,1,1
20166049481,2016,MR,39.923433,-82.81789,1,0,0,0,0,1,0,2,Parked Vehicle,Y,N,1,,7,N,4,N,N,N,4,COLUMBUS,4/17/2016,4,1130,1,1,1,0,9,4,0,0,0,0,0,0,0,0,0,N,N,REYNOLDSBURG,CENTENIAL,,U,1,1,1,2,7,6,NT,1,3,1,,,10,1,,20,,,,,,,,,,,
20166049484,2016,CR,39.906178,-82.824611,1,0,0,0,0,5,0,2,Rear End,N,N,1,,3,N,2,N,N,N,4,COLUMBUS,4/17/2016,4,1505,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,GENDER,35,M,1,1,1,2,2,1,NT,1,6,1,,,11,1,,20,,,,,,,62,M,1,1,1
20166130278,2016,CR,40.061431,-82.952864,1,0,0,0,0,2,0,2,Left Turn,N,Y,2,,3,N,4,N,N,N,4,COLUMBUS,9/30/2016,9,742,6,4,2,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,CLEVELAND,53,F,1,1,1,2,1,3,LT,1,3,1,15,35,6,1,,20,,,,,,,32,F,1,1,1
